;Fk_RET1min;Fk_RET2min;Fk_RET3min;Fk_RET4min;Fk_RET5min;Fk_RET6min;Qapp_factor.Cc_P2016-01-05.Nd_RET162.000;Qapp_factor.Cc_P2015-05-06.Nd_RET162.000;Qapp_factor.Cc_P2014-07-22.Nd_RET162.000
SensiHydr017;16.302735905180345;27.78940761043152;37.93934951106205;19.876081665635287;40.484827150734155;31.369384890898882;0.9096882152965311;1.0249753414649663;0.9089634122428997
SensiHydr018;14.198971999810762;20.200833721372575;24.684688033994867;25.70662742770121;42.74007538274898;35.385968830032326;0.9186866162958258;0.9145249718011669;1.0172818551479268
SensiHydr019;19.22744848649526;30.121767710636014;26.531979447784593;10.560467243233349;47.342508756729615;35.09071416924324;0.9219097418796316;1.0524388056761822;1.0095879594963257
SensiHydr020;18.614625151733065;26.510868669722093;41.51561752619369;18.12397797064935;26.502841499726188;25.351625642054135;1.0564311150710934;0.9445007836631921;1.0106811545532173
SensiHydr021;19.22892649092255;33.47410454675797;23.382411234069387;24.948076762889425;36.7055668313751;31.921904896280235;1.0610194559291726;1.0320352053267776;0.9533402938157176
SensiHydr022;11.80961702568453;31.976153590459866;30.27227195033808;13.419262472874106;27.700639377826306;37.373847028119734;1.0135804443745071;1.0242879338357813;0.9578945954621649
SensiHydr023;12.716438609895777;27.75510314196326;31.99391266693225;28.07603674230469;40.627935817080434;25.42329942324607;1.0026296692527101;0.9545807539390945;1.0609141473184873
SensiHydr024;19.368084585942007;29.463386192773292;36.00019064745499;21.54219492433224;44.82039115037264;32.025506275742444;0.9357836215444459;0.9578230368073217;0.9816604506610584
SensiHydr025;16.3725112729372;24.87700498220731;35.79123895924895;18.651348182797815;43.58250761235245;34.414472501532174;0.9992932485624388;0.9432990702754114;1.0336429850488553
SensiHydr026;18.75708884008057;33.12461927589567;30.602069418045932;30.015320899370504;49.15741995556251;40.40242323331343;0.936537477123846;0.9130099963484358;1.0585157775398841
SensiHydr027;25.911793199693584;20.774304465975888;23.947299601741875;26.126124773216333;42.66114003866234;31.908742317478456;1.0095836478090605;0.9112695515377458;1.0185482272447255
SensiHydr028;17.351036796485214;27.432429898945504;36.94680454909911;28.288968615033895;40.50414855510975;43.13763215337873;0.9699827298007815;0.9069360005613025;1.0201551420838315
SensiHydr029;13.093167698826402;34.36285732999677;24.86425899583926;28.607383725708956;45.00637778783003;30.225805347751926;0.9488806335151017;1.0353970195402191;1.041403643669375
SensiHydr030;13.392332839904034;27.5930638406038;31.706086405514753;21.197101557954305;40.86863465878474;27.854477533793393;0.9212935003252269;1.0751515940358665;0.9063681567513119
SensiHydr031;15.793882552165815;34.07702963341599;39.23267301081929;9.838345616734317;35.558447579339166;34.45257872706014;1.0652776035990967;1.0881532950915664;0.917318091102921
SensiHydr032;8.060179004387198;27.28244058244575;33.42442554385614;18.686666618481247;44.51138114343771;33.192018037868685;1.0822749114727404;1.0645952376392964;0.9925121740100421
SensiHydr033;19.006798718863507;37.675204886320586;24.434971568595593;26.890369300151775;42.24155529139064;21.223738212891;1.0354519936633175;1.0115368432073484;0.9857729937591765
SensiHydr034;23.839127615576047;21.254714338227018;29.124524219383215;18.504665016636935;30.964711962048895;33.31409687064117;1.0853742675099567;0.9373958353896219;1.0444328121805266
SensiHydr035;22.021715633196646;26.14803194108694;33.58283217442803;15.7991699772045;41.696697860014545;41.43568468923442;0.9688044686831343;1.0074868191935151;0.9913499068891021
SensiHydr036;20.707741920386333;25.825407994417613;21.14116163665024;26.878765399344154;49.60245892076846;28.987380333196203;1.0188789679196948;0.9551989996398199;1.004681067122145
SensiHydr037;16.78193831017482;30.985947038679527;34.93228643313955;17.918509438331412;40.63226782195837;35.00496085397498;1.0750913957734458;1.0995554511815189;0.9387657514180495
SensiHydr038;19.69672339033917;26.717198423898427;33.32308574343027;20.124582857772886;39.02615099473806;33.23737287353481;1.0360439796918404;0.9953309394279273;1.0736154470823973
SensiHydr039;18.499752066366;24.732207381685754;37.91529270606965;17.967115548689797;44.60645574345333;34.341298632097896;0.9847099669231889;1.0266939150238978;0.9102163802439133
SensiHydr040;19.03858578936322;29.201582998540648;32.93279931628245;26.83711763539133;36.3722479394306;35.671443909312345;1.0109442117330005;0.9685592346262615;1.0895996229312672
SensiHydr041;14.574440221999954;27.502258663676674;23.62650036874425;22.8881817553708;35.19241389684911;29.311597120719284;0.9350955394560008;0.9071707112286942;0.9874979282100751
SensiHydr042;15.08503991920975;31.254131447746623;36.659538373313154;16.198424065596008;38.471931463757926;35.99578445288076;0.9248868178719107;1.0077504641402328;1.0275458580848431
SensiHydr043;13.235917004362904;29.169920928938215;31.18953235104777;19.93151270298964;50.06419715181855;30.844264577281784;1.0923497977121035;0.9505632124664649;0.900014527469209
SensiHydr044;18.28963212290657;26.856996464731033;26.340580095622375;22.352703529118145;28.701883199103534;33.265667114132015;1.0023581002197666;1.08622053305021;0.9834522341845049
SensiHydr045;26.84379801386605;33.38569059445067;33.70400898665273;28.062352260789154;40.74516529016813;30.550127349354906;1.0587844457792885;0.9093431913891944;1.030250984171678
SensiHydr046;13.643547334592672;30.31425756185932;29.417204333907964;19.206156806898967;43.18832859097333;34.69029789922653;1.0182935070714576;0.9597905185641195;1.062618684231324
SensiHydr047;26.2789612022153;30.348345960851272;31.198525645754785;28.78373514566259;44.92249339614076;33.346411484917475;0.9229500247516411;1.0846325485287696;0.9288436264815909
SensiHydr048;17.260796628011608;24.659350915888783;22.651758306206176;28.36638080029126;39.918579776993035;31.100481358684423;0.9117757100379056;0.9202239167078138;0.9225239366441781
SensiHydr049;20.952229123198933;27.38369362020826;23.89594633411791;24.367135782438783;44.21641541465309;35.83146175058537;0.9703459798188738;1.0098124359978877;0.990998676876659
SensiHydr050;20.581762771124485;25.404568229349216;28.74598940376855;22.60768303599686;37.948683038151245;29.237909486728842;0.9029974053685201;0.91496875935848;1.0372812635525568
SensiHydr051;13.281889899236965;20.636621093846863;36.520056121050764;25.169937266075706;44.15947280307432;32.19604683751498;0.9697349550867458;0.969896873713844;1.0364624852980242
SensiHydr052;17.92178000365827;28.901434537287365;35.75418464449648;20.825758946451455;46.93589556582455;28.984980372950748;0.9570272429338725;1.0709693677365237;0.9640415114832801
SensiHydr053;9.34632758277808;23.39822858640588;32.231969752204236;20.27046861062093;41.182849902869734;34.56724385683817;1.080645450714644;1.0881008040206095;0.9917352149924977
SensiHydr054;20.27513730485399;26.01194430213228;33.92839020635579;13.90697843281503;38.503579824622285;29.476457136395958;1.0903544497180673;1.0436758937148818;0.9254545537094719
SensiHydr055;19.690357498399763;27.3463529138312;34.22099656759509;30.104573309952244;46.279540973201875;36.71235581082525;1.0434782564547738;0.9821635637508044;1.0981880798861519
SensiHydr056;25.691062988578086;28.816758463495173;33.91421900424672;22.48008110595659;34.91786995676652;36.962359907765666;1.0359688032935521;0.921362783676818;1.039198369664623
SensiHydr057;12.206388598269863;28.52491528718964;26.04577520118614;15.9380205286908;35.92159867256921;19.955399279206908;0.9112249162464268;0.9477445422852274;0.9535638437748015
SensiHydr058;18.889610655640876;33.56221362781852;30.038938591600537;18.147703994697803;37.83123203069094;29.775940615605705;1.095660492724553;1.089796102199545;0.9419031264210406
SensiHydr059;16.09497902570207;34.671055727402745;16.62325877549276;24.38792947097442;41.38410982276846;34.71085804489605;0.941201862470655;0.9825905175665971;1.0652242518945567
SensiHydr060;25.364825990553623;29.796027502190228;28.615420610591393;18.05636983153716;33.84427728676334;32.92352930682837;0.9510017865918154;0.9364162319772038;0.9913200324939114
SensiHydr061;11.805207783299313;25.912138510641007;27.37745620491213;20.494189450844583;32.2952092166242;34.49775775289397;1.0444715403309064;0.9438574049692134;1.096543070893441
SensiHydr062;15.232237774557198;36.359434130149694;33.30785715425948;25.826676928829865;42.466468506597415;28.290879221589343;1.0538239421299198;1.036984013688958;0.9471101470230693
SensiHydr063;23.06906776195212;36.08674440258659;25.181975883192816;13.087745900555388;42.98692113759104;23.434802304129253;0.9208019218066262;1.048848844057638;0.982049359971464
SensiHydr064;13.114834438690474;28.248213162863678;28.132248327936626;26.975595814656266;42.93343238407523;29.029935249566147;0.9129965203475361;1.0788137822836623;1.026625338610832
SensiHydr065;10.157342754199401;26.684472849541084;26.183262730603783;28.243168089370943;35.724241257011975;40.3328283273344;0.9303452751079144;0.918870285635155;1.008890062420935
SensiHydr066;17.517372121777893;22.750711466129353;38.527052154101625;20.563859207476227;29.687204661436873;29.240940511849253;1.0304284471664116;1.0837036685713701;1.0693307381386592
SensiHydr067;12.5409022959503;19.74306652755105;38.87181429728816;14.900095847646051;39.405081298526504;33.173599881208006;1.0920710664268694;0.9576876383438778;0.946883583655713
SensiHydr068;21.52800840432183;35.07808481623841;34.38005403637828;29.307735410827352;39.5928687263244;28.3105954123175;1.0531185998280457;1.0212329909864513;1.0860017815715626
SensiHydr069;18.67397226990255;27.08095727181729;45.44774294837883;22.78015668762561;40.175225402558624;31.334107830804523;1.0681000317492344;1.0808883457387837;1.0380403109753804
SensiHydr070;14.58179200529547;28.32008439884892;35.5201162892176;23.819990322845268;40.34147994203545;25.23065329165995;1.0460454402112531;0.9658796200725236;1.0086118319268504
SensiHydr071;20.389791332618838;24.168929967206054;36.56864378560619;25.384322946043817;37.79783500215777;33.723443967462956;1.0664485829221249;1.0865248498310258;1.0442569775935953
SensiHydr072;25.546894314157242;44.39401124215796;28.74903407353183;28.224778266592907;39.18196573573154;30.544933384560583;0.9413992592975142;0.9848505289585953;0.9633121360198893
SensiHydr073;22.3531015722514;25.445865399499258;35.25548962409898;18.639092713100716;39.05500693049014;39.451085261278095;1.033123271132862;1.042892962831993;0.9418692103642802
SensiHydr074;14.465376351892075;27.917659677144577;27.800932777188635;30.855444991151725;30.62037152635437;24.29031465908502;0.9167474874918555;0.9629107043167471;1.064061688844391
SensiHydr075;8.695680233635015;27.867911009498624;27.88573147174305;17.71247809727481;39.229505213675964;31.13078465935069;1.0979046376965045;1.0398235706124714;0.962504197410228
SensiHydr076;28.231143520308237;29.129318332033748;29.022559145436684;24.07041706824153;38.65747417106835;36.40378150634896;0.9880125543698162;0.9810897818666526;1.067277552951801
SensiHydr077;20.798007729702544;33.606042739319435;30.97421970208109;11.253704420537137;49.05964479943468;27.220486332884157;0.923629085614841;1.0689068308140357;0.9762601246548794
SensiHydr078;14.446180899829026;29.209950945541962;34.18388555893208;14.62826979101145;36.858731048817006;34.62178075946636;1.092390527150024;1.0544107478332876;0.9540373664275948
SensiHydr079;13.834668992341701;29.517936183893088;32.894757390972394;22.063268622975066;36.75929287308641;36.64374291015588;0.9155117072270444;1.0653479798831906;1.0263834238218077
SensiHydr080;12.214639249792068;30.247374092362286;40.42147229919817;26.25335056831544;38.35000455720271;42.5842038525077;0.919176456250043;0.9358915617324662;1.026944815142064
SensiHydr081;19.72023297806999;25.66033003310731;30.208708485187323;23.53403152852376;28.579136661971788;22.750141850972206;0.983381195881402;1.0674953994318506;1.0089453586736419
SensiHydr082;21.072803436045454;29.618248683213494;35.192297155258984;27.879091169650845;45.98827492605437;34.7404003719645;0.9108674123565302;0.9809663614286483;1.0464337414816254
SensiHydr083;13.32645811019726;28.26509837991087;30.268751074604754;22.79806517536534;37.69855664200811;25.039218800906543;1.0842333845825523;1.016553534315007;0.9738231818928262
SensiHydr084;16.442695955343225;27.64165514796383;33.76074400404936;26.987818487539077;42.126589094694495;23.873537178101465;1.0390989906883232;0.9843874944301572;1.045961275264054
SensiHydr085;21.972409391039122;31.425010575849807;36.82513381228372;22.15940787956176;50.66575947688422;38.621867483651464;0.9959560979681111;1.0480540310887025;0.9183950329873608
SensiHydr086;16.196873384429534;30.00677598023155;44.16946606950545;28.245711948253607;40.54626024709726;32.53985901692493;1.0952122585962796;1.0554640484728197;0.9947169246924706
SensiHydr087;12.306147128311084;27.70219024489854;36.27119067440782;15.96568740016027;40.71697904657686;30.59163730465102;0.900775029480399;1.0594373315271124;0.9238346002761821
SensiHydr088;7.156542287778915;29.025176326767923;30.753485841545817;13.258646325894295;49.93292171739235;25.74777251553212;1.0344694398043335;1.0275656048708481;0.9595379482966262
SensiHydr089;13.711982653605627;19.018390996155937;35.28018166305055;22.606290654796148;38.76269128726476;24.52126376218635;0.9869044962248976;1.0658624796040603;1.0531430353662263
SensiHydr090;18.693755430688842;25.320512517568613;22.67371253274461;25.7439696762343;40.17574515959211;22.170472426943384;1.031290197737146;1.046928305811942;1.0233298636015336
SensiHydr091;22.07778854063612;30.222413569518732;30.68502989836223;30.66945639167304;35.87497237070099;36.875573179878295;1.0531567747475834;0.9266613116309252;0.9772397554526042
SensiHydr092;20.18583623008298;19.309056057720806;30.938456506027638;26.13906336285382;35.5060137062918;27.996310704460747;1.0900309828032984;1.0864503677011281;0.9613500786847636
SensiHydr093;16.550464404200557;31.76997735785294;28.053479964199205;26.901673538632046;46.233217771168114;30.633717531767907;0.9982110519698875;0.9323110400944298;0.9395314457980011
SensiHydr094;12.72056781640869;24.604433814369894;39.64518667081323;24.545552782452447;45.709905760337094;35.86358113679616;1.0044457849141009;0.910701836062945;0.9974189097819601
SensiHydr095;23.35641473473637;34.524782513288564;25.47775293705667;22.096512369636187;42.7117980794175;28.230879686323895;0.9649847918133933;1.0687497015774465;1.0962337415459733
SensiHydr096;15.808737079920274;31.669487726101504;33.868043294359595;30.193849397469005;45.11107714711922;35.780784417025835;1.045562409820218;0.9997572316027851;0.9623657566490929
SensiHydr097;23.63149416231478;29.217790126884843;28.79063828148096;29.022901186484994;39.700861001399744;36.03444885893728;1.0573685102571564;1.0963915282593264;1.0713323740089797
SensiHydr098;27.598377964928858;26.03371843549912;35.649040779042515;27.533573929466897;33.2524427069419;22.333695298845505;1.0175233678327142;0.9266683137083888;0.9973014440137465
SensiHydr099;12.4920930494237;33.77601502635449;27.083760652323715;8.359656182358975;42.687977072608035;32.59494368907486;0.9002174065198004;1.0740343102304033;1.0050173534224565
SensiHydr100;9.415175907691912;36.23776832109872;36.83041135740697;15.490370001766681;34.669993021131226;34.107030593210204;0.954390994948058;0.9735436569143648;0.9705230408661518
SensiHydr101;10.503102053341692;26.89893373684842;32.745208337558836;18.02834275085742;40.82108271304749;35.644280487786766;0.9946621741469328;0.966547843853239;0.9090643248263203
SensiHydr102;18.151862195195786;23.8845324468488;32.201501175233325;20.833482455204553;37.1852250020192;33.344233421881526;1.0215759001051445;1.0678644577712026;0.9624242908704412
SensiHydr103;17.066149984876713;26.160880296065308;38.58708955180137;19.74857179384447;35.9200675421202;30.43250801220761;1.0460977393944624;0.9580806009852624;1.0361983580476934
SensiHydr104;10.712852134629932;25.839321136976086;30.52542374438904;24.69922419713784;43.4478832943033;25.07924000240428;0.9520943289835209;1.0741726733601675;1.030427706782158
SensiHydr105;22.138802412066433;25.64148882127941;35.07663631869895;24.461573737769175;47.53697728366568;35.48626925390952;0.9837620640725943;0.9841478346486089;1.0485916248780407
SensiHydr106;13.16784662646712;26.188045375022984;34.553133445706614;27.670652358176376;40.97718740961312;25.606958907915406;0.9134423448500312;1.0353681712347371;0.9739140459444299
SensiHydr107;18.087560562014044;29.26105880770737;29.315100158619614;16.353460775336547;45.30128622110468;36.56817257144327;1.0446474924164353;1.0053088941993766;0.9929410673002244
SensiHydr108;22.226665749371605;31.83942798424909;36.83723212599721;23.47988862362081;42.83907316962346;25.725777846144698;0.915259484846311;0.9381513185926476;1.0522893979871895
SensiHydr109;18.657844004388984;24.979478684871232;30.716323122043892;22.35066894129342;31.116560235441796;35.71300822754137;0.9190986150071875;0.9555961893512802;0.9672633463023049
SensiHydr110;14.558976260481378;23.862993191921582;26.968435542316623;31.26101419530211;41.57225943501041;39.972611034945594;1.0767393312937001;1.0255805996648009;1.0225429397732908
SensiHydr111;14.672589680397532;29.10383580605952;25.83783490787753;24.517227930527543;33.70465134432405;30.328185584989992;0.9859016785437624;1.0428353282677427;1.0886134608830518
SensiHydr112;18.660419282259156;35.848540422357445;23.846972640821285;29.651793187977162;40.34875262322344;27.241190377122383;0.9841268184132147;0.922982934014782;1.0158210290127878
SensiHydr113;16.16137089098708;32.63346036944062;34.11333761425693;22.391240650933728;38.110086658393335;34.07604329711591;1.0004987189449528;1.0759202831174983;0.9983989594989435
SensiHydr114;32.063133718512965;35.22952028142357;30.844450251602066;20.758612613461395;39.456349609126676;39.25397777145802;0.9901275299931296;0.9377292044707507;0.9696881049356312
SensiHydr115;21.71020245500079;38.97722558057665;30.786227522353748;24.259009463247065;40.96874549454343;35.59317533047554;1.0280033271847178;1.0070082512270153;1.0571481896963761
SensiHydr116;20.05945070209612;26.944849582321226;26.702206570979165;24.38819378843324;43.13942432067989;37.42035700674931;1.0778332423143402;1.093082904988507;0.9648196304461744
SensiHydr117;20.058575782136035;30.330129901173766;33.163202431224164;19.370618364000162;36.46051227058709;35.21907723479874;1.0835161733202847;1.0550030829233052;0.9166966779729354
SensiHydr118;9.312513204927217;38.65616469255036;33.841337751707144;29.17874116702961;46.11513785547683;22.216055940666415;1.0733756099665925;1.077990969912778;0.9905379153038631
SensiHydr119;20.314679916358852;33.93614822462975;29.465529645511033;21.99054569793701;30.340594970163032;25.770971631733858;1.042987796235343;0.9877739812817412;1.0543312658600534
SensiHydr120;13.719198997166831;31.035982851912884;30.33101756400795;20.03482337918801;32.0946394663929;35.519643575369315;0.9478252686578791;1.0463118605832071;1.0511637556153488
SensiHydr121;13.241942703745163;30.118784580513015;33.5271658851206;13.680650570326316;41.30436731512103;28.558652273433474;1.0116890696996745;0.9484723247041751;1.0420824981244006
SensiHydr122;19.19088498782735;24.965640253239954;23.487685953075626;22.97995074788383;42.385369252739125;29.107701042427276;1.0529065838895684;1.058746688995665;0.9304894245076729
SensiHydr123;14.723327040199337;24.598220282113566;27.638278181589087;20.425728610433552;38.140179615343605;34.39961067880889;1.096326801438476;0.9473060124464981;1.07210819623628
SensiHydr124;26.301888739928767;22.072115966403203;22.615439077471272;19.23873643784376;48.44602861675997;41.769697674860545;0.9778579411531418;0.9287914285820751;0.9974439359486064
SensiHydr125;18.098606186313578;36.38263808522405;27.98636729541761;27.091989290878235;33.35313460128595;31.55964014919487;1.0769769886682927;1.0076035583662604;1.0229185023001754
SensiHydr126;25.62731497280476;31.43646973159673;35.69989524965843;13.479866397481482;39.99486293835657;21.635013383935476;1.0729408698563436;1.0646705241753756;0.9971731573347264
SensiHydr127;14.282972564631411;25.9169846340085;38.03039968717295;13.873047296469604;37.16026737818302;26.088576637709288;1.0839519459444318;0.9827999927901137;1.0919115602953948
SensiHydr128;13.316255814389029;27.647558853551374;32.94929152705273;19.234312834074196;39.03895867410778;36.59167242392058;0.9792098117170775;0.9305438007969786;1.0586169786609179
SensiHydr129;14.458967824778183;40.12030546532136;30.05024794439745;22.960997232563525;33.85544953256226;37.23793858444889;1.016524373106346;1.0936300611566427;1.0236587043671133
SensiHydr130;5.7066397956779955;33.67023005445617;31.94511245389136;22.329028836251357;35.80076785967675;41.02368628637009;1.0888691760819937;1.0009272424621978;0.9403423011097672
SensiHydr131;14.018000833464209;34.41743630161865;36.45566639676213;21.368643254125423;39.560672493854405;29.393388962521456;1.0909632957243445;0.9199786563542157;1.0851307943491733
SensiHydr132;15.426599868462054;31.062312067890005;37.53178675074324;23.488633104694962;36.88965426271136;39.28239223979678;1.0313911733360472;0.9480240226794459;0.9199011552390232
SensiHydr133;8.086308894475366;23.74438516500195;34.00441034369649;31.59754282493219;38.31761842991757;36.293564640054335;0.9588474546282119;0.989673678180435;0.9536609861614559
SensiHydr134;13.576331094326747;27.767512836627407;34.42617722617298;26.23588746061705;45.76741845376825;18.59013414593261;0.9632883088680947;1.0366392643932907;1.071387500606615
SensiHydr135;17.305578539418416;30.181641708879237;36.504409814824434;17.409734886477395;49.0804295176331;38.07300695781107;1.0934213427069597;1.0507164128780293;1.0399500538223772
SensiHydr136;21.368598644602518;33.40041594622656;28.21963630351966;14.62159499120165;40.74907187035068;33.72487325588102;0.9409056042047181;0.9024422344786596;1.0802071266236268
SensiHydr137;9.68523286251052;25.884429641991765;31.59898627058187;23.510289063927452;39.8964721576271;40.31942371162118;0.9108976875500356;1.087171006381685;1.054574606123193
SensiHydr138;15.406071857030922;23.711859062207495;33.42423116953051;28.20127980858434;35.948021777869045;28.35486701237667;1.0651242109401802;1.01747697027717;1.0644608682034244
SensiHydr139;23.315709970777966;27.372876758819164;30.13970973905336;24.574580361158734;35.191787747413656;26.425380221565153;0.9025875529978371;0.9423819867224011;1.0350329017264592
SensiHydr140;14.866372012114146;32.62824865425911;33.21200225192245;16.843317930215584;33.12066231136244;42.347852928014625;0.9181248351006285;1.009996532179074;0.9515080244465195
SensiHydr141;7.538285221466591;22.90568516488765;20.03923921463646;23.515574197340154;33.60736532605132;31.101041330778976;1.0784864357091521;0.9274295185675189;1.019927168190138
SensiHydr142;14.428047250747724;30.101757313870984;28.952602528345505;11.935846244015528;36.17142812624804;31.99478402725608;1.0872444381083566;0.955283939113289;1.0232913537067525
SensiHydr143;20.236146889280132;39.09202534793522;31.05841857756148;14.323460693749464;38.670650024860144;29.63593967834675;0.9201388290213014;1.052878845425787;0.9809606737361745
SensiHydr144;17.018512432415914;32.79584198406137;29.675977003539614;18.230443841522586;32.05126221843299;34.00974800870355;1.0096445327694799;0.96640402751264;1.025121111245436
SensiHydr145;20.648438882506056;41.47491587773163;30.08399266571702;16.818513134812967;39.09946891745106;28.924562614816445;1.08032795110087;1.0670130022508595;0.923263276759054
SensiHydr146;15.763831138024198;33.01586938482879;30.51319849317184;28.570836371831085;38.48329581425746;31.666649089705352;1.0232134229862657;1.0166872521192023;0.9336666263385501
SensiHydr147;19.395955192946893;23.55961914642704;26.922076929860644;21.312961255968748;46.19157057776545;31.784511290102756;1.0820264973232327;0.91311715002011;0.9198741103381873
SensiHydr148;16.83195086818793;27.39419326987131;29.377795463867567;29.3159578652971;37.81915887272872;27.406018764373812;0.9612236825693041;0.9145282884960846;0.978700713624621
SensiHydr149;16.816364676429234;42.19105297157293;32.68858519194019;21.008252890484663;44.78412612435761;23.910027124002884;1.0679418047747844;0.9086405810962114;0.9837536431672929
SensiHydr150;17.551280817757092;25.68690018297782;38.91013212067726;17.698794892412643;48.826375757668444;41.08848284668174;0.9275737511757232;1.04802186161804;1.056583264771172
SensiHydr151;15.115648205149972;25.77302664513541;24.568084371338742;28.4611881156181;37.66762396182553;42.73704541504476;1.0109029045874942;1.0298415744433387;0.9738486037610891
SensiHydr152;16.522052928069748;26.798358348884054;37.845112113492036;9.769855389308681;34.773397822792376;33.95419926721187;1.0634617319885955;0.9313383167175949;0.9065094739651135
SensiHydr153;17.54561208853432;35.57581351245453;34.53803279912547;19.294768342017345;43.25454594422567;33.64054366341468;0.9208239486587709;0.9813816460627857;0.9247278567494385
SensiHydr154;16.006229271718205;30.90941905497475;36.38619894582865;24.26790563644757;51.53333715611524;34.64487469688865;1.01256278978089;1.0663953505048962;0.9683399075441813
SensiHydr155;19.368097688227515;30.132122241770457;28.649819325255233;25.306564821262132;41.050243382438936;34.47236456352363;1.0136432456220899;0.9373384463761367;0.9729308256814917
SensiHydr156;17.80818644257486;30.730271381114573;19.55688762487011;17.405018202083376;33.9638007681194;30.29408607326725;1.0731765617410993;0.9819940316751921;1.0733012190125253
SensiHydr157;18.922414539684745;32.71899563841319;36.11558917844318;15.056502795185377;34.43224535160975;25.954002639410376;0.9243912336457686;1.0831311139026147;0.933976459173661
SensiHydr158;17.582338186931057;22.005446655907193;30.638428054047978;26.27986585392256;38.04664817730408;36.47595282302665;0.9112079171501962;0.9093960133894637;0.9915157978459256
SensiHydr159;16.499597737785365;29.624453394559726;37.17607702501473;20.284916384400223;40.869958640041595;42.46679043289412;0.9601380445121008;0.933975235291127;1.0421520784170641
SensiHydr160;24.457821515806465;31.538287771212765;33.77099267849371;22.168777387516435;41.936899436528;30.788632036041463;1.0888132944093074;1.0138236899010273;0.9534529885825568
SensiHydr161;23.115027196657906;28.48612169883661;26.943890347161997;16.462185184545948;39.56000538014823;39.26734569288996;1.0164603316303082;1.0067949388266078;1.0132025372411064
SensiHydr162;19.63323165580819;29.958958643906648;33.922038536124724;22.492674929179763;36.2401880420394;38.55345768637171;0.9002444580255208;1.0717513772905556;0.9309411721823625
SensiHydr163;13.715382890088772;27.448524902379692;29.787473218818345;25.259458102427047;44.59165229138844;31.553253592867293;1.0589036289585265;0.9532355734507042;1.0795178306120063
SensiHydr164;16.34385885980772;29.320351358456527;27.525801050123853;23.491905705481987;36.96476190943208;34.02664108259852;0.9118252378807155;1.0401059742498464;0.9808081585209589
SensiHydr165;9.73264594878596;23.518185761495;33.1912290894319;16.827109605008797;44.290238597896554;35.951272058991535;0.9582053472407327;1.0856028746182733;0.9656408989213777
